0,1,2,3,4
"{'student_id': 239, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.49630031150046555, 'quiz_score': 0.75437760920847, 'interactive_engagement': 0.6477610532731233, 'time_spent': 36.26843056127491}","{'student_id': 239, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.5469283177021024, 'quiz_score': 0.9189473798300299, 'interactive_engagement': 0.46520849032462586, 'time_spent': 35.389251224004}","{'student_id': 239, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.3031657188838635, 'quiz_score': 0.8498396143781709, 'interactive_engagement': 0.6477952731969967, 'time_spent': 27.41321734196475}","{'student_id': 239, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.32230625343330804, 'quiz_score': 0.7680001326316744, 'interactive_engagement': 0.6224786979057197, 'time_spent': 24.471484404797376}","{'student_id': 239, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.44301299958107637, 'quiz_score': 0.9034259712576799, 'interactive_engagement': 0.5924677615276834, 'time_spent': 29.615782357392007}"
"{'student_id': 240, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8602586767845743, 'quiz_score': 0.5518938928890904, 'interactive_engagement': 0.2883680137501378, 'time_spent': 32.54190272379811}","{'student_id': 240, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9269351028681345, 'quiz_score': 0.7963284003039858, 'interactive_engagement': 0.48734392422872724, 'time_spent': 33.748067537705126}","{'student_id': 240, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.778891353550436, 'quiz_score': 0.7599506390346855, 'interactive_engagement': 0.28546278896347366, 'time_spent': 50.6531083101964}","{'student_id': 240, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.8452054711315105, 'quiz_score': 0.7751941534796156, 'interactive_engagement': 0.42600084277042305, 'time_spent': 53.10051190259603}","{'student_id': 240, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.7416906754829017, 'quiz_score': 0.6465954374084996, 'interactive_engagement': 0.2730438421960542, 'time_spent': 38.41070157126729}"
"{'student_id': 241, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7823634908246254, 'quiz_score': 0.670477200870857, 'interactive_engagement': 0.44610971335254546, 'time_spent': 52.08231420251204}","{'student_id': 241, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.8690058479791236, 'quiz_score': 0.5721886110848227, 'interactive_engagement': 0.19394357026112274, 'time_spent': 34.759081287783346}","{'student_id': 241, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8226710689976563, 'quiz_score': 0.8004410678611416, 'interactive_engagement': 0.3013933541048464, 'time_spent': 54.3552035607491}","{'student_id': 241, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.9582943736103829, 'quiz_score': 0.541125251457538, 'interactive_engagement': 0.3656580089069854, 'time_spent': 39.191431991882645}","{'student_id': 241, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.9931608087729252, 'quiz_score': 0.471406450290859, 'interactive_engagement': 0.5255753191913438, 'time_spent': 53.05149449764684}"
"{'student_id': 242, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9406854712259678, 'quiz_score': 0.6578275638351739, 'interactive_engagement': 0.28818342722899914, 'time_spent': 32.792801443949585}","{'student_id': 242, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.7696439725851744, 'quiz_score': 0.7561476412381585, 'interactive_engagement': 0.38936442316342007, 'time_spent': 31.365116580833593}","{'student_id': 242, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.8350376774578739, 'quiz_score': 0.6955311923334542, 'interactive_engagement': 0.3187343242183576, 'time_spent': 31.039563753865366}","{'student_id': 242, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.6979004677139726, 'quiz_score': 0.763361035998644, 'interactive_engagement': 0.347352265753884, 'time_spent': 37.30567508189484}","{'student_id': 242, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 1.0210219341298779, 'quiz_score': 0.7676109434581114, 'interactive_engagement': 0.46908352957374105, 'time_spent': 51.0737808926362}"
"{'student_id': 243, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 1.0027021314916131, 'quiz_score': 0.6189218658780744, 'interactive_engagement': 0.23241350766234287, 'time_spent': 39.14730537560991}","{'student_id': 243, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7810062019131168, 'quiz_score': 0.6109516597192306, 'interactive_engagement': 0.22316300225381594, 'time_spent': 45.70092055904307}","{'student_id': 243, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7769156773481658, 'quiz_score': 0.5479095518496317, 'interactive_engagement': 0.48482251242893326, 'time_spent': 53.34643470550882}","{'student_id': 243, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7716206752714395, 'quiz_score': 0.7784943486036748, 'interactive_engagement': 0.38710340807548516, 'time_spent': 43.50786416712453}","{'student_id': 243, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.868891009822361, 'quiz_score': 0.7378149280162696, 'interactive_engagement': 0.23958192228515193, 'time_spent': 52.25709646153342}"
"{'student_id': 244, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.33527504175338185, 'quiz_score': 0.5606164605951501, 'interactive_engagement': 0.6335133018220096, 'time_spent': 56.411402015470614}","{'student_id': 244, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.4144760841499358, 'quiz_score': 0.5342454411718206, 'interactive_engagement': 0.825330401294527, 'time_spent': 50.932554347829715}","{'student_id': 244, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.2524556048973929, 'quiz_score': 0.6991971836624779, 'interactive_engagement': 0.6407151041793329, 'time_spent': 73.1188775738702}","{'student_id': 244, 'learning_type': 'Kinesthetic', 'resource_type': 'Text', 'video_engagement': 0.3625817513887214, 'quiz_score': 0.5988229301271977, 'interactive_engagement': 0.8113976543921904, 'time_spent': 45.91222460325408}","{'student_id': 244, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.2509925315319643, 'quiz_score': 0.4622775591178019, 'interactive_engagement': 0.55499128483818, 'time_spent': 76.0706053695559}"
"{'student_id': 245, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9293055422372742, 'quiz_score': 0.7011920863692074, 'interactive_engagement': 0.47002537904890435, 'time_spent': 52.822345364696176}","{'student_id': 245, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9028644211716508, 'quiz_score': 0.7078713230426559, 'interactive_engagement': 0.336107904163163, 'time_spent': 45.39221420337278}","{'student_id': 245, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7871520167937043, 'quiz_score': 0.5007724947859672, 'interactive_engagement': 0.4308922117967618, 'time_spent': 38.258491463475}","{'student_id': 245, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7023909673707461, 'quiz_score': 0.7649890044177384, 'interactive_engagement': 0.4440095540919109, 'time_spent': 45.96540709468239}","{'student_id': 245, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9249508623015195, 'quiz_score': 0.5217915897388107, 'interactive_engagement': 0.4314696594376108, 'time_spent': 45.011105424494325}"
"{'student_id': 246, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 1.0318928894697486, 'quiz_score': 0.6403662176459491, 'interactive_engagement': 0.35444759222048006, 'time_spent': 49.427782789752605}","{'student_id': 246, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.8939409919640113, 'quiz_score': 0.6348282887635397, 'interactive_engagement': 0.33534286833757, 'time_spent': 43.49753796283167}","{'student_id': 246, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7800758014808159, 'quiz_score': 0.5505006076524261, 'interactive_engagement': 0.2403246434493915, 'time_spent': 46.872314992639105}","{'student_id': 246, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7384969708076071, 'quiz_score': 0.7857752379884961, 'interactive_engagement': 0.37146032973542936, 'time_spent': 40.3278249398041}","{'student_id': 246, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.7631512517361674, 'quiz_score': 0.7674317938155573, 'interactive_engagement': 0.4677766685031658, 'time_spent': 31.90380552478102}"
"{'student_id': 247, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.18951135877831154, 'quiz_score': 0.8340556536188546, 'interactive_engagement': 0.4908570867789651, 'time_spent': 52.40677879904538}","{'student_id': 247, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.24076438112609486, 'quiz_score': 0.6946311045975119, 'interactive_engagement': 0.4410631935988204, 'time_spent': 55.953011135937146}","{'student_id': 247, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.3787988883698337, 'quiz_score': 0.665241922527756, 'interactive_engagement': 0.4832806814525034, 'time_spent': 61.84525817089753}","{'student_id': 247, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.3591200131929443, 'quiz_score': 0.6648154501187115, 'interactive_engagement': 0.40256194953406155, 'time_spent': 50.10825721249413}","{'student_id': 247, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.464400038000832, 'quiz_score': 0.7353895760432042, 'interactive_engagement': 0.2586399454219669, 'time_spent': 54.30862684147156}"
"{'student_id': 248, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.33947187436233095, 'quiz_score': 0.9869357193333888, 'interactive_engagement': 0.5881249955020817, 'time_spent': 22.452362133014812}","{'student_id': 248, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.34207976774532134, 'quiz_score': 0.7183298034055242, 'interactive_engagement': 0.600501894213267, 'time_spent': 37.547487498186776}","{'student_id': 248, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5425622410203226, 'quiz_score': 0.9404422562480905, 'interactive_engagement': 0.43976931605563596, 'time_spent': 28.01912356465612}","{'student_id': 248, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.5056755943309033, 'quiz_score': 0.9443529525660895, 'interactive_engagement': 0.6754823438344555, 'time_spent': 25.025985247703105}","{'student_id': 248, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.3452210550410236, 'quiz_score': 0.9526421061098699, 'interactive_engagement': 0.4480700841075742, 'time_spent': 31.271563385215266}"
"{'student_id': 249, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.3629401108250658, 'quiz_score': 0.6162377609134633, 'interactive_engagement': 0.4095871828155156, 'time_spent': 58.103443799576205}","{'student_id': 249, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.4772325995948659, 'quiz_score': 0.7457828305901475, 'interactive_engagement': 0.4832306536016608, 'time_spent': 68.11001596720175}","{'student_id': 249, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.33698192242631697, 'quiz_score': 0.6553158893487371, 'interactive_engagement': 0.331403880308034, 'time_spent': 61.00627130233953}","{'student_id': 249, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.2615508816866934, 'quiz_score': 0.6677780525414722, 'interactive_engagement': 0.4009955770407021, 'time_spent': 62.87959239188582}","{'student_id': 249, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.2867499518063704, 'quiz_score': 0.8849238590954467, 'interactive_engagement': 0.4450930948846933, 'time_spent': 56.03097778626356}"
"{'student_id': 250, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.2737058554488737, 'quiz_score': 0.7993427475246999, 'interactive_engagement': 0.5595577247785612, 'time_spent': 65.19284256455876}","{'student_id': 250, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.15399574534066507, 'quiz_score': 0.7488356474531784, 'interactive_engagement': 0.5056179271766043, 'time_spent': 51.865722369297856}","{'student_id': 250, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.3892867849293609, 'quiz_score': 0.782019932546677, 'interactive_engagement': 0.3166295428581857, 'time_spent': 56.28608601250634}","{'student_id': 250, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.21638785705134875, 'quiz_score': 0.7947258129494879, 'interactive_engagement': 0.45921799415970693, 'time_spent': 64.58751400870395}","{'student_id': 250, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.2001928666704824, 'quiz_score': 0.6909140031003204, 'interactive_engagement': 0.3636624584202327, 'time_spent': 63.62935896710953}"
"{'student_id': 251, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.28037706023971143, 'quiz_score': 0.7284240163157726, 'interactive_engagement': 0.5030982024752124, 'time_spent': 53.447663342947266}","{'student_id': 251, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.20429213594923717, 'quiz_score': 0.6429454492363738, 'interactive_engagement': 0.36741285943461927, 'time_spent': 69.1459769235787}","{'student_id': 251, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.38224567849667707, 'quiz_score': 0.8153475462738574, 'interactive_engagement': 0.5551795225684937, 'time_spent': 65.08381517255411}","{'student_id': 251, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.22060593049547222, 'quiz_score': 0.664871096850204, 'interactive_engagement': 0.33658144291695336, 'time_spent': 56.00726874226576}","{'student_id': 251, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.42460061921134123, 'quiz_score': 0.6319908603864293, 'interactive_engagement': 0.5862066756919817, 'time_spent': 58.84027484371507}"
"{'student_id': 252, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.9133409860352697, 'quiz_score': 0.6972173881092818, 'interactive_engagement': 0.386429583239786, 'time_spent': 56.020681670151625}","{'student_id': 252, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9951719635633348, 'quiz_score': 0.6824740058139229, 'interactive_engagement': 0.336119657730568, 'time_spent': 47.759466769662836}","{'student_id': 252, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 0.9203053834009955, 'quiz_score': 0.538704227128156, 'interactive_engagement': 0.3047613709212845, 'time_spent': 57.81583926881759}","{'student_id': 252, 'learning_type': 'Visual', 'resource_type': 'Text', 'video_engagement': 1.019011218167639, 'quiz_score': 0.6998294093354746, 'interactive_engagement': 0.38170653571500635, 'time_spent': 56.824321741103}","{'student_id': 252, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.7244702437784247, 'quiz_score': 0.4890687982867671, 'interactive_engagement': 0.47655278091823794, 'time_spent': 41.37765235147919}"
"{'student_id': 253, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.556849064610183, 'quiz_score': 0.8894699488912567, 'interactive_engagement': 0.5187574933408053, 'time_spent': 36.829987527909566}","{'student_id': 253, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.59360055306918, 'quiz_score': 0.7516287298063266, 'interactive_engagement': 0.6447224678506481, 'time_spent': 26.808525560680586}","{'student_id': 253, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.5724147528076653, 'quiz_score': 0.7613077669451386, 'interactive_engagement': 0.6023906363924594, 'time_spent': 36.77149066067225}","{'student_id': 253, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.6080096692355768, 'quiz_score': 0.8237135801956212, 'interactive_engagement': 0.5565617246531184, 'time_spent': 23.60497439398157}","{'student_id': 253, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.4766104985579615, 'quiz_score': 0.9884446415888016, 'interactive_engagement': 0.4639191329867745, 'time_spent': 37.8407989507534}"
"{'student_id': 254, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.3235555335797497, 'quiz_score': 0.9273258679210856, 'interactive_engagement': 0.5488863394905967, 'time_spent': 36.2254157842589}","{'student_id': 254, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.4208112750509808, 'quiz_score': 0.8046273835395891, 'interactive_engagement': 0.6808660331620496, 'time_spent': 25.965761915817637}","{'student_id': 254, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.6539227294804915, 'quiz_score': 0.7278324004669291, 'interactive_engagement': 0.3926347544702891, 'time_spent': 38.4307893645171}","{'student_id': 254, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.6190156134641501, 'quiz_score': 0.972416916356893, 'interactive_engagement': 0.6015648175423539, 'time_spent': 38.05009804446935}","{'student_id': 254, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.38265331129823577, 'quiz_score': 0.9376812996731263, 'interactive_engagement': 0.6163335152081683, 'time_spent': 30.03254189469415}"
"{'student_id': 255, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.45675351664553143, 'quiz_score': 0.9298014489715525, 'interactive_engagement': 0.5726998082458283, 'time_spent': 27.578880002576025}","{'student_id': 255, 'learning_type': 'Auditory', 'resource_type': 'Interactive', 'video_engagement': 0.3925808519057138, 'quiz_score': 0.9411043584260083, 'interactive_engagement': 0.636713144380912, 'time_spent': 31.531551975877992}","{'student_id': 255, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.5161951879691401, 'quiz_score': 0.8614439855342392, 'interactive_engagement': 0.48652469614342575, 'time_spent': 28.78900901773664}","{'student_id': 255, 'learning_type': 'Auditory', 'resource_type': 'Video', 'video_engagement': 0.6672710283864748, 'quiz_score': 0.955991521956674, 'interactive_engagement': 0.6532354887048861, 'time_spent': 29.057279688070356}","{'student_id': 255, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.38069297265702823, 'quiz_score': 0.9912910950430479, 'interactive_engagement': 0.6574886259698804, 'time_spent': 29.075167666396663}"
"{'student_id': 256, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.42089887916778307, 'quiz_score': 0.9193073046685167, 'interactive_engagement': 0.37657579301243976, 'time_spent': 24.28478471116102}","{'student_id': 256, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.44261171109499253, 'quiz_score': 0.920934673667687, 'interactive_engagement': 0.6594155849468081, 'time_spent': 31.355225247691358}","{'student_id': 256, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.4355350500151462, 'quiz_score': 0.889399657889491, 'interactive_engagement': 0.5897644855056745, 'time_spent': 36.12886540105223}","{'student_id': 256, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.297436837088512, 'quiz_score': 0.9052804722999747, 'interactive_engagement': 0.5060904207387198, 'time_spent': 30.176618369401105}","{'student_id': 256, 'learning_type': 'Auditory', 'resource_type': 'Text', 'video_engagement': 0.3977416929905248, 'quiz_score': 1.0228175659500454, 'interactive_engagement': 0.4518879559860068, 'time_spent': 27.586432670760548}"
"{'student_id': 257, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.42713089947559335, 'quiz_score': 0.8076353698090536, 'interactive_engagement': 0.5769683965069909, 'time_spent': 62.59609929930474}","{'student_id': 257, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.3374453089282746, 'quiz_score': 0.6843708111278131, 'interactive_engagement': 0.44149575957553405, 'time_spent': 56.02601483537525}","{'student_id': 257, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.20906308665277523, 'quiz_score': 0.8145938048004449, 'interactive_engagement': 0.3982046682397132, 'time_spent': 51.1752027530746}","{'student_id': 257, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.23668252879045448, 'quiz_score': 0.8112657730848267, 'interactive_engagement': 0.370081653467597, 'time_spent': 58.40414001540846}","{'student_id': 257, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.4216080475201524, 'quiz_score': 0.6549384281431821, 'interactive_engagement': 0.35381392151986857, 'time_spent': 52.601238087697006}"
"{'student_id': 258, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.24401745510979717, 'quiz_score': 0.5056182481447953, 'interactive_engagement': 0.9283365054735295, 'time_spent': 47.69515946447608}","{'student_id': 258, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.2637077149668043, 'quiz_score': 0.5446423735694208, 'interactive_engagement': 0.751853323821684, 'time_spent': 68.71960258361305}","{'student_id': 258, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.11528009307261843, 'quiz_score': 0.5251797155005454, 'interactive_engagement': 0.7278918325504696, 'time_spent': 40.06802670136913}","{'student_id': 258, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.27025086522290254, 'quiz_score': 0.6804976213724937, 'interactive_engagement': 0.6816639341491358, 'time_spent': 49.20597256319135}","{'student_id': 258, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.2613487181321576, 'quiz_score': 0.45217106229032367, 'interactive_engagement': 0.8201722879084725, 'time_spent': 74.82141561090809}"
"{'student_id': 259, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.32108536788692554, 'quiz_score': 0.8438398655025605, 'interactive_engagement': 0.4385868440066877, 'time_spent': 58.965231065843795}","{'student_id': 259, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.39517456720316474, 'quiz_score': 0.7089057030511154, 'interactive_engagement': 0.45660371340760264, 'time_spent': 58.45836615450866}","{'student_id': 259, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.3880137752509809, 'quiz_score': 0.8725132575926512, 'interactive_engagement': 0.32993913825872073, 'time_spent': 68.33679770443784}","{'student_id': 259, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.22946203679555272, 'quiz_score': 0.8850371257020931, 'interactive_engagement': 0.42823928091939295, 'time_spent': 53.595167554781085}","{'student_id': 259, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.3351732131678619, 'quiz_score': 0.621171037046437, 'interactive_engagement': 0.3735460164983219, 'time_spent': 56.83241712175037}"
"{'student_id': 260, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.0642505396759055, 'quiz_score': 0.6285667840442888, 'interactive_engagement': 0.9614355036888861, 'time_spent': 72.86663756115762}","{'student_id': 260, 'learning_type': 'Kinesthetic', 'resource_type': 'Text', 'video_engagement': 0.22228282423035628, 'quiz_score': 0.3816430191766952, 'interactive_engagement': 0.8797759871661535, 'time_spent': 40.35273268871479}","{'student_id': 260, 'learning_type': 'Kinesthetic', 'resource_type': 'Video', 'video_engagement': 0.13367374170793384, 'quiz_score': 0.47171588426253325, 'interactive_engagement': 1.0502108220026694, 'time_spent': 69.46735632993247}","{'student_id': 260, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.11869406748950326, 'quiz_score': 0.4882449028715176, 'interactive_engagement': 0.6132685098823599, 'time_spent': 47.492805907124115}","{'student_id': 260, 'learning_type': 'Kinesthetic', 'resource_type': 'Interactive', 'video_engagement': 0.14429643577762907, 'quiz_score': 0.3791920384288723, 'interactive_engagement': 0.9604797780528848, 'time_spent': 50.6093671571787}"
"{'student_id': 261, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.917716142518318, 'quiz_score': 0.620055715715368, 'interactive_engagement': 0.46193423401015976, 'time_spent': 39.23874885791418}","{'student_id': 261, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.733486458939153, 'quiz_score': 0.5772396651505217, 'interactive_engagement': 0.44778602532674855, 'time_spent': 58.19480118878604}","{'student_id': 261, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 0.9896174446604842, 'quiz_score': 0.6932134229328681, 'interactive_engagement': 0.4120539515497387, 'time_spent': 44.72952537569018}","{'student_id': 261, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7174041274400119, 'quiz_score': 0.7757728083848333, 'interactive_engagement': 0.23543018925066297, 'time_spent': 46.22280026754145}","{'student_id': 261, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7512466564587014, 'quiz_score': 0.51587959684462, 'interactive_engagement': 0.4407301896432508, 'time_spent': 42.436579936446726}"
"{'student_id': 262, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.47670393791334315, 'quiz_score': 0.6349833124075561, 'interactive_engagement': 0.4008773229869972, 'time_spent': 67.57173698168094}","{'student_id': 262, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.19194223158046703, 'quiz_score': 0.8860621205992248, 'interactive_engagement': 0.5085408532114097, 'time_spent': 57.447794043123416}","{'student_id': 262, 'learning_type': 'Reading/Writing', 'resource_type': 'Text', 'video_engagement': 0.37731014566848725, 'quiz_score': 0.8687548345641415, 'interactive_engagement': 0.5654914681381537, 'time_spent': 62.58901314733677}","{'student_id': 262, 'learning_type': 'Reading/Writing', 'resource_type': 'Video', 'video_engagement': 0.2772825073895464, 'quiz_score': 0.8412368032152243, 'interactive_engagement': 0.2970593058218831, 'time_spent': 66.19707666019008}","{'student_id': 262, 'learning_type': 'Reading/Writing', 'resource_type': 'Interactive', 'video_engagement': 0.1946718035605539, 'quiz_score': 0.9061422227783607, 'interactive_engagement': 0.5211175749594001, 'time_spent': 51.239140545676605}"
"{'student_id': 263, 'learning_type': 'Visual', 'resource_type': 'Video', 'video_engagement': 1.006272200877883, 'quiz_score': 0.7294787737128693, 'interactive_engagement': 0.19391982593665213, 'time_spent': 42.84867056720544}","{'student_id': 263, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.786731376607322, 'quiz_score': 0.6830693891207088, 'interactive_engagement': 0.3752984868038366, 'time_spent': 31.028636819702218}","{'student_id': 263, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.7872578987730483, 'quiz_score': 0.6297046142453805, 'interactive_engagement': 0.27931437359664113, 'time_spent': 49.449008837072334}","{'student_id': 263, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.758200133123005, 'quiz_score': 0.7685925885317236, 'interactive_engagement': 0.25941608697077573, 'time_spent': 31.77829854052112}","{'student_id': 263, 'learning_type': 'Visual', 'resource_type': 'Interactive', 'video_engagement': 0.6561949380113816, 'quiz_score': 0.5684587837811227, 'interactive_engagement': 0.17150642202569874, 'time_spent': 30.54207374546555}"
